obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""318.601""","=""318.611+""","=""1*""","=""""",,"=""79971.7417""","=""111348.9""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).11p""","=""2[5/2]""","=""2""",,"=""""","=""L7408""",
"=""323.068""","=""323.0677+""","=""2""","=""""",,"=""79971.7417""","=""110916.07""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).10p""","=""2[3/2]""","=""2""",,"=""""","=""L7408""",
"=""323.280""","=""323.290+""","=""2*""","=""""",,"=""79971.7417""","=""110894.8""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).10p""","=""2[5/2]""","=""2""",,"=""""","=""L7408""",
"=""323.280""","=""323.290+""","=""2*""","=""""",,"=""79971.7417""","=""110894.8""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).10p""","=""2[5/2]""","=""3""",,"=""""","=""L7408""",
"=""325.710""","=""325.7026+""","=""1*""","=""""",,"=""79971.7417""","=""110665.75""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7f""","=""2[5/2]""","=""2""",,"=""""","=""L7408""",
"=""325.710""","=""325.7057+""","=""1*""","=""""",,"=""79971.7417""","=""110665.45""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7f""","=""2[5/2]""","=""3""",,"=""""","=""L7408""",
"=""325.800""","=""325.8059+""","=""1h*""","=""""",,"=""79971.7417""","=""110656.01""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7f""","=""2[3/2]""","=""2""",,"=""""","=""L7408""",
"=""325.800""","=""325.8119+""","=""1h*""","=""""",,"=""79971.7417""","=""110655.45""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",,"=""""","=""L7408""",
"=""328.059""","=""328.060+""","=""1""","=""""",,"=""80916.7680""","=""111390.2""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).11p""","=""2[1/2]""","=""0""",,"=""""","=""L7408""",
"=""330.254""","=""330.2531+""","=""10""","=""""",,"=""79971.7417""","=""110242.83""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).9p""","=""2[3/2]""","=""2""",,"=""""","=""L7408""",
"=""330.331""","=""330.3402+""","=""0""","=""""",,"=""79971.7417""","=""110234.85""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).9p""","=""2[3/2]""","=""1""",,"=""""","=""L3988""",
"=""330.617""","=""330.6165+""","=""7*""","=""""",,"=""79971.7417""","=""110209.56""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).9p""","=""2[5/2]""","=""3""",,"=""""","=""L7408""",
"=""330.617""","=""330.6133+""","=""7*""","=""""",,"=""79971.7417""","=""110209.85""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).9p""","=""2[5/2]""","=""2""",,"=""""","=""L7408""",
"=""332.800""","=""332.7996+""","=""2-""","=""""",,"=""80916.7680""","=""110956.24""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).10p""","=""2[1/2]""","=""0""",,"=""""","=""L7408""",
"=""333.247""","=""333.2452+""","=""1-""","=""""",,"=""80916.7680""","=""110916.07""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).10p""","=""2[3/2]""","=""2""",,"=""""","=""L7408""",
"=""333.298""","=""333.300+""","=""1""","=""""",,"=""80916.7680""","=""110911.1""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).10p""","=""2[3/2]""","=""1""",,"=""""","=""L3988""",
"=""333.717""","=""333.7307+""","=""1""","=""""",,"=""80916.7680""","=""110872.43""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).10p""","=""2[1/2]""","=""1""",,"=""""","=""L7408""",
"=""334.573""","=""334.56952+""","=""4*""","=""""",,"=""79971.7417""","=""109852.306""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[5/2]""","=""3""",,"=""""","=""L7408""",
"=""334.573""","=""334.5644+""","=""4*""","=""""",,"=""79971.7417""","=""109852.76""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[5/2]""","=""2""",,"=""""","=""L7408""",
"=""334.750""","=""334.7436+""","=""2*""","=""""",,"=""79971.7417""","=""109836.77""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[3/2]""","=""2""",,"=""""","=""L7408""",
"=""334.750""","=""334.7505+""","=""2*""","=""""",,"=""79971.7417""","=""109836.15""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",,"=""""","=""L7408""",
"=""336.174""","=""336.1595+""","=""2*""","=""""",,"=""80916.7680""","=""110656.01""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7f""","=""2[3/2]""","=""2""",,"=""""","=""L7408""",
"=""336.174""","=""336.1658+""","=""2*""","=""""",,"=""80916.7680""","=""110655.45""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",,"=""""","=""L7408""",
"=""340.140""","=""340.1383+""","=""5""","=""""",,"=""80916.7680""","=""110308.14""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).9p""","=""2[1/2]""","=""0""",,"=""""","=""L7408""",
"=""340.897""","=""340.8958+""","=""2""","=""""",,"=""80916.7680""","=""110242.83""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).9p""","=""2[3/2]""","=""2""",,"=""""","=""L7408""",
"=""340.989""","=""340.9886+""","=""2""","=""""",,"=""80916.7680""","=""110234.85""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).9p""","=""2[3/2]""","=""1""",,"=""""","=""L7408""",
"=""341.280""","=""341.2796+""","=""1""","=""""",,"=""80916.7680""","=""110209.85""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).9p""","=""2[5/2]""","=""2""",,"=""""","=""L7408""",
"=""342.49433""","=""342.49408+""","=""15""","=""""",,"=""79971.7417""","=""109160.957""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[3/2]""","=""2""",,"=""""","=""L7350""",
"=""342.627""","=""342.62629+""","=""2""","=""""",,"=""79971.7417""","=""109149.694""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[3/2]""","=""1""",,"=""""","=""L7408""",
"=""343.145""","=""343.1426+""","=""2""","=""""",,"=""79971.7417""","=""109105.79""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[5/2]""","=""2""",,"=""""","=""L7408""",
"=""343.17217""","=""343.17194+""","=""20""","=""""",,"=""79971.7417""","=""109103.302""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[5/2]""","=""3""",,"=""""","=""L7350""",
"=""343.41423""","=""343.41398+""","=""8""","=""""",,"=""79971.7417""","=""109082.770""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[1/2]""","=""1""",,"=""""","=""L7350""",
"=""345.490""","=""345.4914+""","=""1""","=""""",,"=""80916.7680""","=""109852.76""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[5/2]""","=""2""",,"=""""","=""L7408""",
"=""345.687""","=""345.6898+""","=""3*""","=""""",,"=""80916.7680""","=""109836.15""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",,"=""""","=""L7408""",
"=""345.687""","=""345.6824+""","=""3*""","=""""",,"=""80916.7680""","=""109836.77""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6f""","=""2[3/2]""","=""2""",,"=""""","=""L7408""",
"=""349.59897""","=""349.598894+""","=""10""","=""1.77e+04""",C,"=""79971.7417""","=""108567.7689""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[3/2]""","=""2""",,"=""T3952n,T3408,T7199""","=""L4054""",
"=""350.25537""","=""350.255262+""","=""20""","=""2.30e+05""",D+,"=""79971.7417""","=""108514.1824""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",,"=""T3952n,T3408,T7199""","=""L7350""",
"=""350.38981""","=""350.38962+""","=""15""","=""""",,"=""79971.7417""","=""108503.238""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""3""",,"=""""","=""L7350""",
"=""350.666""","=""350.66600+""","=""3""","=""""",,"=""79971.7417""","=""108480.751""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",,"=""""","=""L7408""",
"=""350.784""","=""350.784416+""","=""3""","=""""",,"=""79971.7417""","=""108471.1277""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",,"=""""","=""L7408""",
"=""351.18963""","=""351.189443+""","=""4""","=""1.33e+04""",C,"=""79971.7417""","=""108438.2603""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[3/2]""","=""1""",,"=""T3952n,T3408,T7199""","=""L7350""",
"=""352.26747""","=""352.267256+""","=""15""","=""""",,"=""80916.7680""","=""109296.1917""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[1/2]""","=""0""",,"=""""","=""L7350""",
"=""353.95416""","=""353.95398+""","=""5""","=""""",,"=""80916.7680""","=""109160.957""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[3/2]""","=""2""",,"=""""","=""L7350""",
"=""354.09538""","=""354.09519+""","=""5""","=""""",,"=""80916.7680""","=""109149.694""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[3/2]""","=""1""",,"=""""","=""L7350""",
"=""354.646""","=""354.6467+""","=""3""","=""""",,"=""80916.7680""","=""109105.79""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[5/2]""","=""2""",,"=""""","=""L7408""",
"=""354.944""","=""354.93656+""","=""1""","=""""",,"=""80916.7680""","=""109082.770""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[1/2]""","=""1""",,"=""""","=""L7408""",
"=""361.54749""","=""361.547453+""","=""20""","=""1.14e+05""",C,"=""80916.7680""","=""108567.7689""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[3/2]""","=""2""",,"=""T3952n,T3408,T7199""","=""L4054""",
"=""362.253""","=""362.249497+""","=""1""","=""4.0e+03""",D,"=""80916.7680""","=""108514.1824""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",,"=""T3952n,T3408,T7199""","=""L7408""",
"=""362.384""","=""362.38490+""","=""1""","=""""",,"=""80916.7680""","=""108503.871""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L7408""",
"=""362.691""","=""362.68887+""","=""2""","=""""",,"=""80916.7680""","=""108480.751""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",,"=""""","=""L7408""",
"=""362.81571""","=""362.815540+""","=""10""","=""""",,"=""80916.7680""","=""108471.1277""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",,"=""""","=""L4054""",
"=""363.24896""","=""363.248842+""","=""4""","=""9.7e+03""",C,"=""80916.7680""","=""108438.2603""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[3/2]""","=""1""",,"=""T3952n,T3408,T7199""","=""L7350""",
"=""366.53254""","=""366.53244+""","=""80""","=""2.33e+06""",C,"=""79971.7417""","=""107246.688""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""",,"=""T4229n,T7199,T3378""","=""L4054""",
"=""366.87365""","=""366.87350+""","=""10""","=""""",,"=""79971.7417""","=""107221.333""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[3/2]""","=""1""",,"=""""","=""L4054""",
"=""367.95609""","=""367.95597+""","=""100*""","=""""",,"=""79971.7417""","=""107141.171""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[5/2]""","=""3""",,"=""""","=""L7350""",
"=""367.96111""","=""367.96099+""","=""100*""","=""""",,"=""79971.7417""","=""107140.800""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[5/2]""","=""2""",,"=""""","=""L7350""",
"=""369.80452""","=""369.80439+""","=""6""","=""""",,"=""79971.7417""","=""107005.371""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[1/2]""","=""1""",,"=""""","=""L7350""",
"=""372.728""","=""372.728+""","=""""","=""""",,"=""85846.7046""","=""112668.3""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).7p""","=""2[1/2]""","=""0""",,"=""""","=""L7266""",
"=""373.1320""","=""373.13215+""","=""*""","=""""",,"=""85846.7046""","=""112639.242""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).20f""","=""2[3/2]""","=""1""",,"=""""","=""L7266""",
"=""373.1320""","=""373.12603+""","=""*""","=""""",,"=""85846.7046""","=""112639.682""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).20f""","=""2[5/2]""","=""2""",,"=""""","=""L7266""",
"=""373.1320""","=""373.13142+""","=""*""","=""""",,"=""85846.7046""","=""112639.295""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).20f""","=""2[3/2]""","=""2""",,"=""""","=""L7266""",
"=""373.5447""","=""373.54602+""","=""*""","=""""",,"=""85846.7046""","=""112609.558""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).19f""","=""2[3/2]""","=""2""",,"=""""","=""L7266""",
"=""373.5447""","=""373.54715+""","=""*""","=""""",,"=""85846.7046""","=""112609.477""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).19f""","=""2[3/2]""","=""1""",,"=""""","=""L7266""",
"=""373.5447""","=""373.54022+""","=""*""","=""""",,"=""85846.7046""","=""112609.974""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).19f""","=""2[5/2]""","=""2""",,"=""""","=""L7266""",
"=""374.0276""","=""374.03423+""","=""*""","=""""",,"=""85846.7046""","=""112574.627""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).18f""","=""2[3/2]""","=""1""",,"=""""","=""L7266""",
"=""374.0276""","=""374.03148+""","=""*""","=""""",,"=""85846.7046""","=""112574.823""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).18f""","=""2[3/2]""","=""2""",,"=""""","=""L7266""",
"=""374.0276""","=""374.02646+""","=""*""","=""""",,"=""85846.7046""","=""112575.182""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).18f""","=""2[5/2]""","=""2""",,"=""""","=""L7266""",
"=""374.2650""","=""374.266+""","=""""","=""""",,"=""85846.7046""","=""112558.1""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).20p""","=""2[1/2]""","=""1""",,"=""""","=""L7266""",
"=""374.3074""","=""374.306+""","=""*""","=""""",,"=""85846.7046""","=""112555.2""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).20p""","=""2[3/2]""","=""2""",,"=""""","=""L7266""",
"=""374.3074""","=""374.308+""","=""*""","=""""",,"=""85846.7046""","=""112555.1""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).20p""","=""2[1/2]""","=""0""",,"=""""","=""L7266""",
"=""374.3522""","=""374.362+""","=""*""","=""""",,"=""85846.7046""","=""112551.2""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).20p""","=""2[5/2]""","=""2""",,"=""""","=""L7266""",
"=""374.3522""","=""374.347+""","=""*""","=""""",,"=""85846.7046""","=""112552.3""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).20p""","=""2[3/2]""","=""1""",,"=""""","=""L7266""",
"=""374.467""","=""374.466+""","=""""","=""""",,"=""85846.7046""","=""112543.8""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).7p""","=""2[3/2]""","=""2""",,"=""""","=""L7266""",
"=""374.6229""","=""374.62229+""","=""""","=""""",,"=""85846.7046""","=""112532.672""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).17f""","=""2[3/2]""","=""2""",,"=""""","=""L7266""",
"=""374.6632""","=""374.661+""","=""""","=""""",,"=""85846.7046""","=""112529.9""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).19p""","=""2[1/2]""","=""1""",,"=""""","=""L7266""",
"=""374.9533""","=""374.951+""","=""*""","=""""",,"=""85846.7046""","=""112509.3""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).19p""","=""2[3/2]""","=""1""",,"=""""","=""L7266""",
"=""374.9533""","=""374.953+""","=""*""","=""""",,"=""85846.7046""","=""112509.1""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).19p""","=""2[1/2]""","=""0""",,"=""""","=""L7266""",
"=""375.0151""","=""375.008+""","=""""","=""""",,"=""85846.7046""","=""112505.2""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).19p""","=""2[5/2]""","=""2""",,"=""""","=""L7266""",
"=""375.108""","=""375.108+""","=""""","=""""",,"=""85846.7046""","=""112498.1""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).7p""","=""2[1/2]""","=""1""",,"=""""","=""L7266""",
"=""375.218""","=""375.218+""","=""""","=""""",,"=""85846.7046""","=""112490.3""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).7p""","=""2[3/2]""","=""1""",,"=""""","=""L7266""",
"=""375.3166""","=""375.30752+""","=""*""","=""""",,"=""85846.7046""","=""112483.950""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).16f""","=""2[3/2]""","=""2""",,"=""""","=""L7266""",
"=""375.3166""","=""375.31832+""","=""*""","=""""",,"=""85846.7046""","=""112483.184""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).16f""","=""2[3/2]""","=""1""",,"=""""","=""L7266""",
"=""377.34238""","=""377.34230+""","=""50""","=""1.98e+06""",C,"=""80916.7680""","=""107410.379""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[1/2]""","=""0""",,"=""T4229n,T7199,T3378""","=""L4054""",
"=""379.68835""","=""379.68826+""","=""20""","=""""",,"=""80916.7680""","=""107246.688""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""",,"=""""","=""L4054""",
"=""380.05431""","=""380.05425+""","=""30""","=""""",,"=""80916.7680""","=""107221.333""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[3/2]""","=""1""",,"=""""","=""L4054""",
"=""381.22150""","=""381.22141+""","=""20""","=""""",,"=""80916.7680""","=""107140.800""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[5/2]""","=""2""",,"=""""","=""L4054""",
"=""383.77028""","=""383.77028+""","=""30*""","=""""",,"=""79971.7417""","=""106021.607""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L7350""",
"=""383.78152""","=""383.78153+""","=""30*""","=""""",,"=""79971.7417""","=""106020.843""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L4054""",
"=""384.59778""","=""384.59774+""","=""15""","=""""",,"=""79971.7417""","=""105965.562""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L7350""",
"=""384.612""","=""384.61425+""","=""2""","=""""",,"=""79971.7417""","=""105964.446""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L7408""",
"=""391.516""","=""391.51682+""","=""1""","=""""",,"=""85846.7046""","=""111381.160""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L7408""",
"=""392.605""","=""392.6027+""","=""1""","=""""",,"=""85191.6166""","=""110655.45""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""","=""4s2.4p5.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",,"=""""","=""L7408""",
"=""394.525""","=""394.5239+""","=""0""","=""""",,"=""85846.7046""","=""111186.54""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).8f""","=""2[3/2]""","=""1""",,"=""""","=""L3988""",
"=""398.21699""","=""398.21695+""","=""6""","=""""",,"=""80916.7680""","=""106021.607""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L7350""",
"=""399.10797""","=""399.10795+""","=""20""","=""""",,"=""80916.7680""","=""105965.562""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L7350""",
"=""399.12581""","=""399.12574+""","=""10""","=""""",,"=""80916.7680""","=""105964.446""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L7350""",
"=""399.482""","=""399.4759+""","=""3""","=""""",,"=""85846.7046""","=""110872.43""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).10p""","=""2[1/2]""","=""1""",,"=""""","=""L7408""",
"=""400.072""","=""400.0716+""","=""2""","=""""",,"=""85191.6166""","=""110180.08""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""","=""4s2.4p5.(2P*<3/2>).9p""","=""2[1/2]""","=""1""",,"=""""","=""L7408""",
"=""402.803""","=""402.8026+""","=""1""","=""""",,"=""85846.7046""","=""110665.75""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7f""","=""2[5/2]""","=""2""",,"=""""","=""L7408""",
